"Provider Number","Network","Facility Name ","Address Line 1","Address Line 2","City","State ","Zip","County","Phone Number","Profit or Non-Profit","Chain Owned","Chain Organization ","ICH-CAHPS date","ICH-CAHPS data availability code","Lower box percent of patients-nephrologists’ communication and caring","Middle box percent of patients-nephrologists’ communication and caring","Top box percent of patients-nephrologists’ communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Lower box percent of patients-providing information to patients ","Top box percent of patients- providing information to patients","Lower box percent of patients-rating of the nephrologist ","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff ","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff ","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility ","Top box percent of patients-rating of the dialysis facility","Total number of completed interviews from the Fall and Spring Surveys"
"052878","18","FMC-SAN BERNARDINO","636 E. BRIER DRIVE, SUITE 150","","SAN BERNARDINO","CA","92408","SAN BERNARDINO","9098909508","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","22","18","60","17","22","61","14","86","26","32","42","13","21","66","8","25","67","74"
"052879","18","HACIENDA DIALYSIS CENTER","2020 S. HACIENDA BLVD., SUITE G","","HACIENDA HEIGHTS","CA","91745","LOS ANGELES","6269689558","1","N","INDEPENDENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"052880","18","FMC-BELLFLOWER","10116 ROSECRANS AVENUE","","BELLFLOWER","CA","90706","LOS ANGELES","5629202070","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","18","16","66","17","21","62","19","81","13","28","59","10","26","64","9","21","70","103"
"052881","18","NEWPORT BEACH DIALYSIS","3333 W. COAST HIGHWAY, SUITE 101","","NEWPORT BEACH","CA","92663","ORANGE","9496310107","1","Y","RENAL RESEARCH INSTITUTE","22Apr2016-13Jan2017","001","7","16","77","15","22","63","27","73","3","17","80","7","19","74","13","11","76","49"
"052882","18","FMC-WEST LOS ANGELES","301 N. PRAIRIE AVENUE, SUITE 100","","INGLEWOOD","CA","90301","LOS ANGELES","3106749640","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","18","19","63","31","24","45","23","77","15","34","51","28","32","40","32","21","47","93"
"062571","15","062571 THORNTON KIDNEY CENTER LLC  (ARA)","8451 PEARL STREET","","THORNTON","CO","80229","ADAMS","3032279981","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062572","15","062572 SOUTHWEST DENVER DIALYSIS (DVA)","8601 W CROSS DR SUITE C2","","DENVER","CO","80123","JEFFERSON","3039332367","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062573","15","062573 KIDNEY CENTER ON MAIN (ARA)","2144 MAIN ST STE 2","","LONGMONT","CO","80501","BOULDER","3034858911","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062574","15","062574 RED HAWK DIALYSIS (DVA)","4348 WOODLAND BLVD STE 131","","CASTLE ROCK","CO","80104","DOUGLAS","3036632875","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062575","15","062575 PAVILION DIALYSIS (FMC)","723 DELAWARE ST #M105","","DENVER","CO","80204","DENVER","3036232107","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","29","29","42","28","25","47","29","71","21","42","37","25","22","53","32","21","47","34"
"062576","15","062576 SABLE DIALYSIS (DVA)","509 N SABLE BLVD","","AURORA","CO","80011","ADAMS","3033669458","1","Y","DAVITA","22Apr2016-13Jan2017","001","9","14","77","16","15","69","24","76","7","24","69","11","22","67","9","16","75","48"
"062577","15","062577 NORTHEASTERN COLORADO DIALYSIS (DVA)","603 HOLLY DRIVE","","STERLING","CO","80751","LOGAN","9705213208","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062578","15","062578 -  WEST HAMPDEN DIALYSIS (FMC)","750 WEST HAMPDEN AVE #110","","ENGLEWOOD","CO","80110","ARAPAHOE","3037895400","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062579","15","062579 - LOVELAND CENTRAL DIALYSIS (DVA)","1453 N DENVER AVE","","LOVELAND","CO","80538","LARIMER","9706634607","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062580","15","062580 NORTHERN COLORADO HOME THERAPY DIALYSIS (FMC)","5285 MCWHINNEY BLVD #190","","LOVELAND","CO","80538","LARIMER","9706670596","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062518","15","062518 SOUTH DENVER DIALYSIS (DVA)","850 E HARVARD AVE STE 60","","DENVER","CO","80210","DENVER","3037440559","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062519","15","062519 LITTLETON DIALYSIS (DVA)","209 W COUNTY LINE RD","","LITTLETON","CO","80129","ARAPAHOE","3037307540","1","Y","DAVITA","22Apr2016-13Jan2017","001","16","17","67","20","16","64","24","76","14","30","56","12","18","70","9","15","76","32"
"062520","15","062520 PUEBLO DIALYSIS (FMC)","41 MONTEBELLO RD STE 102","","PUEBLO","CO","81001","PUEBLO","7195451575","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062521","15","062521 ARVADA DIALYSIS CENTER (DVA)","9950 W 80TH AVE STE 25","","ARVADA","CO","80005","JEFFERSON","3034569556","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062538","15","062538 GRAND JUNCTION DIALYSIS (DCI)","2748 CROSSROADS BLVD","","GRAND JUNCTION","CO","81506","MESA","9702550900","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062540","15","062540 EAST AURORA DIALYSIS (DVA)","482 S CHAMBERS RD","","AURORA","CO","80017","ARAPAHOE","3036961137","1","Y","DAVITA","22Apr2016-13Jan2017","001","26","24","50","24","26","50","27","73","27","38","35","14","33","53","15","23","62","34"
"062541","15","062541 MILE HIGH PD (DVA)","1750 PIERCE ST STE A","","LAKEWOOD","CO","80214","JEFFERSON","3032320939","1","Y","DAVITA","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"062542","15","062542 BRIGHTON DIALYSIS (DVA)","4700 E BROMLEY LN STE 103","","BRIGHTON","CO","80601","ADAMS","3036592511","1","Y","DAVITA","22Apr2016-13Jan2017","001","12","25","63","14","22","64","16","84","14","20","66","8","32","60","8","22","70","39"
"062543","15","062543 LONETREE DIALYSIS (DVA)","9777  PYRAMID CT STE 140","","ENGLEWOOD","CO","80112","ARAPAHOE","3036620466","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062544","15","062544 BELCARO DIALYSIS (DVA)","755 S COLORADO BLVD","","DENVER","CO","80246","DENVER","3037772844","1","Y","DAVITA","22Apr2016-13Jan2017","001","10","20","70","17","33","50","17","83","10","24","66","10","25","65","8","14","78","31"
"062581","15","062581 KIDNEY CENTER OF NORTHRIDGE (ARA)","1865 W 121ST AVE, STE 300C","","WESTMINSTER","CO","80234","ADAMS","3034299550","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062582","15","062582 - WEST LAKEWOOD DIALYSIS CENTER (DVA)","11700 W 2ND PL, STE 325","","LAKEWOOD","CO","80228","JEFFERSON","3039874672","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062583","15","062583 PARKER KIDNEY CENTER (ARA)","18320 E COTTONWOOD DR STE C","","PARKER","CO","80138","DOUGLAS","3038052060","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062584","15","062584 SOUTH DENVER DIALYSIS (FMC)","3410 S GALENA ST SUITE 100","","DENVER","CO","80231","DENVER","3036712419","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"062585","15","062585 NORTH GREELEY DIALYSIS (FMC)","1212 9TH ST","","GREELEY","CO","80631","WELD","9703565704","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"062586","15","062586 GREELEY DIALYSIS (DVA)","2812 W 10TH ST","","GREELEY","CO","80634","WELD","9703529072","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062587","15","062587 KIDNEY CENTER OF WHEAT RIDGE (ARA)","6920 W 38TH AVE","","WHEAT RIDGE","CO","80033","JEFFERSON","3034633041","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062545","15","062545 AURORA DIALYSIS (FMC)","962 POTOMAC CIR","","AURORA","CO","80011","ADAMS","3033401398","1","Y","RENAL CARE GROUP INC.","22Apr2016-13Jan2017","001","16","11","73","20","14","66","19","81","15","29","56","13","30","57","15","27","58","42"
"062546","15","062546 DENVER DIALYSIS (DVA)","2900 DOWNING ST STE C","","DENVER","CO","80205","DENVER","3032920303","2","Y","DAVITA","22Apr2016-13Jan2017","001","18","10","72","16","19","65","21","79","13","28","59","14","23","63","13","19","68","42"
"062547","15","062547 DURANGO DIALYSIS CENTER (DVA)","72 SUTTLE ST STE D","","DURANGO","CO","81301","LA PLATA","9703858608","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062548","15","062548 STAPLETON DIALYSIS (FMC)","7606 E 36TH AVE","","DENVER","CO","80238","DENVER","3033221513","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062550","15","062550 ALAMOSA DIALYSIS (DVA)","612 DEL SOL DR","","ALAMOSA","CO","81101","ALAMOSA","7195892022","1","Y","DAVITA","22Apr2016-13Jan2017","001","19","17","64","21","24","55","20","80","12","29","59","16","34","50","14","26","60","36"
"062553","15","062553 GRAND JUNCTION DIALYSIS CENTER (DVA)","710 WELLINGTON AVE STE 20","","GRAND JUNCTION","CO","81501","MESA","9702638573","1","Y","DAVITA","22Apr2016-13Jan2017","001","13","15","72","12","17","71","16","84","3","34","63","9","18","73","10","7","83","33"
"062554","15","062554 KIDNEY CENTER OF ARVADA (ARA)","5265 VANCE ST","","ARVADA","CO","80002","JEFFERSON","3034031127","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","001","10","11","79","16","14","70","17","83","5","16","79","9","18","73","3","11","86","48"
"062555","15","062555 KIDNEY CENTER OF LAFAYETTE (ARA)","2655 CRESCENT DR STE C","","LAFAYETTE","CO","80026","BOULDER","7208904661","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","001","17","16","67","8","24","68","12","88","10","24","66","3","28","69","4","11","85","32"
"062556","15","062556 KIDNEY CENTER OF LAKEWOOD (ARA)","6166 W ALAMEDA AVE","","DENVER","CO","80226","JEFFERSON","3039226371","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","001","5","12","83","7","13","80","13","87","0","29","71","2","17","81","3","4","93","38"
"062557","15","062557 KIDNEY CENTER OF LONGMONT (ARA)","1960 KEN PRATT BLVD STE A","","LONGMONT","CO","80501","BOULDER","3034857100","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","001","6","10","84","12","20","68","11","89","3","8","89","8","16","76","4","7","89","43"
"062558","15","062558 KIDNEY CENTER OF WESTMINSTER (ARA)","8410 DECATUR ST STE 200","","WESTMINSTER","CO","80031","JEFFERSON","3034306518","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","001","15","10","75","15","20","65","18","82","9","16","75","12","21","67","12","11","77","65"
"062559","15","062559 NORTH METRO DENVER DIALYSIS (DVA)","12365 HURON ST STE 500","","WESTMINSTER","CO","80234","ADAMS","3034519093","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062560","15","062560 LIBERTY DIALYSIS - PUEBLO","850 EAGLERIDGE BLVD","","PUEBLO","CO","81008","PUEBLO","7192535980","1","Y","LIBERTY DIALYSIS HAWAII","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062561","15","062561 NORTH COLORADO SPRINGS DIALYSIS (DVA)","6071 E WOODMEN RD STE 100/120","","COLORADO SPRINGS","CO","80923","EL PASO","7196381223","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062562","15","062562 PARKER DIALYSIS (DVA)","10371 S PARK GLENN WAY STE 180","","PARKER","CO","80138","DOUGLAS","3038400541","1","Y","DAVITA","22Apr2016-13Jan2017","001","22","14","64","15","23","62","15","85","17","19","64","2","29","69","0","26","74","30"
"062563","15","062563 LIBERTY DIALYSIS - COLORADO SPRINGS NORTH (FMC)","2180 HOLLOWBROOK DR","","COLORADO SPRINGS","CO","80918","EL PASO","7195932999","1","Y","LIBERTY DIALYSIS HAWAII","22Apr2016-13Jan2017","001","20","14","66","20","15","65","13","87","18","16","66","14","16","70","16","11","73","41"
"062564","15","062564 LIBERTY DIALYSIS - COLORADO SPRINGS SOUTH (FMC)","2508 AIRPORT RD","","COLORADO SPRINGS","CO","80909","EL PASO","7192277455","1","Y","LIBERTY DIALYSIS HAWAII","22Apr2016-13Jan2017","001","15","19","66","16","24","60","22","78","7","29","64","13","23","64","10","34","56","45"
"062566","15","062566 LIBERTY DIALYSIS COLORADO SPRINGS CENTRAL (FMC)","1910 E LELARAY ST","","COLORADO SPRINGS","CO","80909","EL PASO","7193804878","1","Y","LIBERTY DIALYSIS HAWAII","22Apr2016-13Jan2017","001","11","15","74","16","25","59","12","88","8","18","74","9","25","66","12","10","78","64"
"062567","15","062567 MESA COUNTY DIALYSIS (DVA)","561 25 ROAD STE D","","GRAND JUNCTION","CO","81505","MESA","9702489120","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062568","15","062568 PUEBLO WEST DIALYSIS (FMC)","73 N ASPEN SKI WAY","","PUEBLO WEST","CO","81007","PUEBLO","7195473888","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062569","15","062569 BLACK CANYON DIALYSIS (DVA)","3421 S RIO GRANDE STE D","","MONTROSE","CO","81401","MONTROSE","9702407925","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"062570","15","062570 KIDNEY CENTER OF BEAR CREEK (ARA)","11058 WEST JEWELL AVE","","LAKEWOOD","CO","80232","JEFFERSON","3032334204","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"070025","01","HARTFORD HOSPITAL","80 SEYMOUR STREET, JB8","","HARTFORD","CT","06102","HARTFORD","8609722070","2","N","INDEPENDENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"070035","01","NEW BRITAIN GENERAL HOSPITAL","DIALYSIS UNIT","100 GRAND STREET","NEW BRITAIN","CT","06050","HARTFORD","8602245195","2","N","INDEPENDENT","22Apr2016-13Jan2017","001","43","20","37","14","25","61","20","80","35","32","33","6","25","69","5","18","77","34"
"072501","01","BRIDGEPORT DIALYSIS","900 MADISON AVENUE","","BRIDGEPORT","CT","06606","FAIRFIELD","2033350191","1","Y","DAVITA","22Apr2016-13Jan2017","001","24","18","58","20","18","62","21","79","19","35","46","11","34","55","9","32","59","104"
"072503","01","NEW HAVEN HOME DIALYSIS","136 SHERMAN AVENUE","SUITE 206","NEW HAVEN","CT","06511","NEW HAVEN","2037730853","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"072504","01","STAMFORD DIALYSIS","30 COMMERCE ROAD","","STAMFORD","CT","06902","FAIRFIELD","2033589969","1","Y","DAVITA","22Apr2016-13Jan2017","001","22","20","58","31","20","49","32","68","15","33","52","20","35","45","20","28","52","67"
"072505","01","DIALYSIS CENTER OF NEWINGTON","375 WILLARD AVENUE","","NEWINGTON","CT","06111","HARTFORD","8606673898","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"072506","01","ENFIELD DIALYSIS CENTER","113 ELM STREET","","ENFIELD","CT","06082","HARTFORD","8607459800","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"072522","01","SHORELINE DIALYSIS CENTER","34 EAST INDUSTRIAL ROAD","","BRANFORD","CT","06405","NEW HAVEN","2033158113","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","10","12","78","8","16","76","12","88","5","21","74","2","12","86","0","8","92","43"
"072523","01","TORRINGTON DIALYSIS","C/O JOSEPH MARCANTONIO KIDNEY CENTER","780 LITCHFIELD STREET, SUITE 100","TORRINGTON","CT","06790","LITCHFIELD","8604960661","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"072524","01","MIDDLESEX DIALYSIS CENTER, LLC.","100 MAIN STREET, SUITE A","","MIDDLETOWN","CT","06457","MIDDLESEX","8603465600","1","Y","DAVITA","22Apr2016-13Jan2017","001","27","22","51","14","21","65","15","85","19","36","45","7","19","74","8","17","75","45"
"072527","01","FMC DIALYSIS SERVICES FORESTVILLE","135 MIDDLE STREET","","BRISTOL","CT","06010","HARTFORD","8605842155","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"072528","01","BLOOMFIELD DIALYSIS","29 GRIFFIN ROAD SOUTH","","BLOOMFIELD","CT","06002","HARTFORD","8602435389","1","Y","DAVITA","22Apr2016-13Jan2017","001","17","12","71","22","23","55","27","73","16","30","54","19","34","47","18","24","58","35"
"072529","01","VERNON DIALYSIS CENTER","460 HARTFORD TURNPIKE","","VERNON ROCKVILLE","CT","06066","TOLLAND","8608961537","1","Y","DAVITA","22Apr2016-13Jan2017","001","9","12","79","13","18","69","14","86","7","13","80","5","26","69","6","20","74","53"
"072530","01","WINDHAM DIALYSIS CENTER","375-C TUCKIE ROAD","","NORTH WINDHAM","CT","06256","WINDHAM","8604561677","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"072532","01","U.S.RENAL CARE NORTH HAVEN DIALYSIS","510 WASHINGTON AVENUE","","NORTH HAVEN","CT","06473","NEW HAVEN","2032347071","1","Y","DIVERSIFIED SPECIALTY INSTITUTES (DSI)","22Apr2016-13Jan2017","001","17","14","69","11","20","69","24","76","8","30","62","3","26","71","4","20","76","34"
"072533","01","DAVITA WATERBURY HEIGHTS DIALYSIS","150 MATTATUCK HEIGHTS","","WATERBURY","CT","06705","NEW HAVEN","2034190488","1","Y","DAVITA","22Apr2016-13Jan2017","001","18","22","60","14","21","65","19","81","7","37","56","10","21","69","4","17","79","30"
"072534","01","FRESENIUS MEDICAL CARE OF SOUTHINGTON","341 WEST STREET","","PLANTSVILLE","CT","06479","HARTFORD","8606213557","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"072535","01","BLACK ROCK DIALYSIS","427 STILLSON RD","","FAIRFIELD","CT","06824","FAIRFIELD","2033829566","1","Y","DAVITA","22Apr2016-13Jan2017","001","18","28","54","13","22","65","16","84","19","32","49","7","20","73","3","19","78","44"
"072536","01","FRESENIUS MEDICAL CARE OF FAIRFIELD","500 KINGS HWY","","FAIRFIELD","CT","06825","FAIRFIELD","2035838875","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"072537","01","NORTH HAVEN DIALYSIS CENTER","266 STATE STREET SUITE 2","","NORTH HAVEN","CT","06473","NEW HAVEN","2032301946","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","13","12","75","19","19","62","26","74","10","34","56","16","25","59","12","30","58","48"
"072538","01","MANCHESTER DIALYSIS CENTER","319 MAIN STREET","","MANCHESTER","CT","06040","HARTFORD","8604329499","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"072507","01","NEW HAVEN DIALYSIS","15 CENTER STREET","","NEW HAVEN","CT","06510","NEW HAVEN","2038597770","1","Y","DAVITA","22Apr2016-13Jan2017","001","22","14","64","33","17","50","22","78","20","27","53","16","46","38","16","48","36","44"
"072508","01","CENTRAL CT DIALYSIS CENTER","377 RESEARCH PARKWAY","","MERIDEN","CT","06450","NEW HAVEN","2036392880","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"072509","01","EAST HARTFORD DIALYSIS CENTER","200 PITKIN STREET","","EAST HARTFORD","CT","06108","HARTFORD","8602826266","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","30","12","58","26","16","58","23","77","29","30","41","23","33","44","22","26","52","38"
"072510","01","SHELTON DIALYSIS","750 BRIDGEPORT AVENUE","","SHELTON","CT","06484","FAIRFIELD","2039259520","1","Y","DAVITA","22Apr2016-13Jan2017","001","26","24","50","29","24","47","28","72","21","32","47","22","34","44","21","30","49","66"
"072511","01","GREATER WATERBURY DAVITA DIALYSIS","209 HIGHLAND AVENUE","","WATERBURY","CT","06708","NEW HAVEN","2035747933","1","Y","DAVITA","22Apr2016-13Jan2017","001","15","19","66","16","21","63","13","87","8","38","54","9","31","60","11","21","68","33"
"072512","01","ST. RAPHAEL DIALYSIS CENTER - NEW HAVEN","DIALYSIS UNIT","137 WATER STREET","NEW HAVEN","CT","06511","NEW HAVEN","2037722421","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","24","13","63","21","16","63","20","80","18","25","57","11","27","62","10","24","66","70"
